Naturalidade,lat,lon
São VIcente do Sul,-29.688161,-54.682643
Pocinhos,-7.076073,-36.0604474
Gurarulhos,-23.6167251,-46.5294106
Ashanti,-19.9668628,-43.8340486
Santo Amaro,-12.5519686,-38.7060448
Ortigueira,-24.2088891,-50.925043
Confresa,-10.643695,-51.569873
Ipaumirim,-6.7883197,-38.7172034
Herval,-32.0260806,-53.3951333
Xaxim,-26.9605363,-52.5335505
Polatina,-23.7694464,-46.4647644
Parma,-23.5282922,-47.506227
Santa,-16.147045,-47.9439029
São Luiz,1.0170607,-60.0371719
Guaratingueta,-22.8057839,-45.1908926
Vizeu,-8.3251339,-72.7480102
Vitor Meireles,-26.879731,-49.833243
La Coruña,-3.7396086,-38.5041596
Treze Tílias,-26.9996788,-51.4073067
Mokwa,-26.4713942,-49.2021921
Campo Alegre de Lourdes,-9.5160326,-43.0101338
Presidente Figueiredo,-2.0486359,-60.0236658
Terezina,-5.0874608,-42.8049571
Bernardo de Irigoyen,-26.2548049,-53.6448789
Japurá,-23.469273,-52.55572
Montezuma,-15.1720888,-42.5013371
Miguel Calmon,-11.4309436,-40.5976501
Enna,-23.5763251,-46.4382873
Lagoa da Pedra,-9.3324992,-40.2436066
Dois VIzinhos,-25.7464681,-53.0554369
Mardan,-7.1617696,-34.8305494
Rongo,-22.8173692,-43.3575584
Riacho dos Machados,-16.006667,-43.049166
Piuma,-20.8375312,-40.7271589
Maracanã-Pará,-0.7666582,-47.4537818
Belém - Pará,-1.45056,-48.4682453
Medicilândia-Pará,-3.4438388,-52.8889236
São Luís-Maranhão,-2.5295265,-44.2963942
São Luíz do Maranhão,-29.693713,-51.1222588
Itaqui-Rio Grande do Sul,-29.1222037,-56.5551258
Belém-Pará,-1.45056,-48.4682453
Itapecuru Mirim-Maranhão,-3.3973569,-44.3560724
Rio Grande / Rs,-32.0334252,-52.0991297
Cametá-Pará,-2.242949,-49.497885
Curuçá - Pará,-0.7220333,-47.8650027
Parnamirim-,-5.9153334,-35.2679913
Restinga Sêca-Rio Grande do Su,-29.8145611,-53.3734546
Não Informado---,-12.999857,-38.5153912
Uruguaiana-Rio Grande do Sul,-29.7560726,-57.0867546
Df,-15.7754462,-47.7970891
Brejo-Maranhão,-3.6804397,-42.7529313
Ms,-19.5852564,-54.4794731
Paragominas - Pará,-2.99564,-47.3548942
Castanhal-Pará,-1.2927031,-47.9223903
Paulo Ramos-Maranhão,-4.4491095,-45.2420345
Imperatriz-Maranhão,-5.5269279,-47.478115
Santa Maria-Rio Grande do Sul,-29.6860512,-53.8069214
Pedro Canario,-18.2993128,-39.9549993
Salinópolis - Pará,-0.6259282,-47.3442819
Santiago-Rio Grande do Sul,-29.189675,-54.866624
Marau-Rio Grande do Sul,-28.4493053,-52.2002156
Coroatá-Maranhão,-4.1282283,-44.1360269
Ananindeua-Pará,-1.374035,-48.4016623
Santa Maria do Pará-Pará,-1.3455478,-47.5782981
Açailândia-Maranhão,-4.9515026,-47.500732
Redentora-Rio Grande do Sul,-27.6616073,-53.6421338
Não Informado-Não Informado,-12.999857,-38.5153912
São Luís Gonzaga do Maranhão-M,-4.3727458,-44.6690368
Lorena / Sp,-22.7367652,-45.1070876
Sarandi-Rio Grande do Sul,-27.9310979,-52.8630798
Al,-9.6611661,-36.6502426
Novo Repartimento-Pará,-4.2519172,-49.9524257
Caicó-,-6.4594544,-37.0971911
Castanhal - Pará,-1.2927031,-47.9223903
Santa Cruz do Sul-Rio Grande D,-29.714209,-52.4285807
Pb,-7.1219366,-36.7246845
Rio de Janeiro-Rio de Janeiro,-22.9110137,-43.2093727
João Lisboa-Maranhão,-5.44363,-47.406388
Cachoeira do Sul-Rio Grande Do,-30.0482234,-52.8901686
Boa VIsta do Buricá-Rio Grande,-27.6687782,-54.1111913
Cametá - Pará,-2.242949,-49.497885
Rio Grande-Rio Grande do Sul,-32.0334252,-52.0991297
Três de Maio-Rio Grande do Sul,-27.7799415,-54.2356626
Paço do Lumiar-Maranhão,-2.5329055,-44.1591965
Limoeiro do Norte-,-5.1455607,-38.0984936
Marapanim-Pará,-0.7134493,-47.6985381
Agudo-Rio Grande do Sul,-29.6423259,-53.2494005
Ba,-12.285251,-41.9294776
Pr,-24.4842187,-51.8148872
Altamira-Pará,-3.204065,-52.209961
Santos-São Paulo,-23.9335988,-46.3286399
São Pedro do Sul-Rio Grande Do,-29.6152729,-54.1790311
São Pedro-,-22.5512765,-47.9072359
Cruz Alta-Rio Grande do Sul,-28.645056,-53.6058047
São José de Ribamar-Maranhão,-2.5609115,-44.0559509
Guarulhos-São Paulo,-23.4675941,-46.5277704
Santa VItória do Palmar / Rs,-33.5198333,-53.3693967
Inhangapi-Pará,-1.4283738,-47.9108608
Espirito Santo,-19.5687682,-40.1721991
Jaguari-Rio Grande do Sul,-29.4980313,-54.6919404
Açailândia - Maranhão,-4.9515026,-47.500732
Pinheiro-Maranhão,-2.5270459,-45.0866463
Crissiumal-Rio Grande do Sul,-27.4982242,-54.1024643
Acará-Pará,-1.961388,-48.1987043
Mossoró-,-5.1904332,-37.3443872
Marapanim - Pará,-0.7134493,-47.6985381
Soure-Pará,-0.7275759,-48.5189785
Ji-Paraná-Rondônia,-10.8778148,-61.9277854
Capanema - Pará,-1.1933054,-47.1828679
Baião-Pará,-2.7903479,-49.6702845
Buriti-Maranhão,-3.9430944,-42.9244281
Go,-15.9323662,-50.1392928
Arari-Maranhão,-3.4547602,-44.7772723
Rosário do Sul-Rio Grande do S,-30.2527151,-54.9179382
Ijuí-Rio Grande do Sul,-28.3878734,-53.9201692
Araruama-,-22.8733203,-42.3428897
São José dos Campos-,-23.1867782,-45.8854538
Não Informado-Ba,-12.999857,-38.5153912
Ma,-5.2085503,-45.3930262
Perdizes / Mg,-19.3503361,-47.2938235
Peri Mirim-Maranhão,-2.5768477,-44.8556207
Nina Rodrigues / Ma,-3.467884,-43.91342
Júlio de Castilhos-Rio Grande,-29.2286575,-53.6825217
Parauapebas-Pará,-6.0696846,-49.8903283
Atilio VIvacqua,-20.9155112,-41.1945086
Barão de Tromai - Maranhão,-1.4860946,-45.6062749
Acari-,-6.4364689,-36.6394777
Abaetetuba-Pará,-1.7217787,-48.8788106
Santo Augusto-Rio Grande do Su,-27.852577,-53.777605
Porto Alegre-Rio Grande do Sul,-30.0324999,-51.2303767
Amarante - Piauí,-6.2459374,-42.8476238
Pelotas / Rs,-31.7699736,-52.3410161
Santo Antônio-,-29.826768,-50.517489
Capitão Poço - Pará,-1.7447162,-47.0638495
Conceicao da Barra,-18.5841421,-39.7371844
São Paulo-São Paulo,-23.5506507,-46.6333824
Concórdia do Pará - Pará,-1.9924056,-47.9450474
São Caetano de Odivelas-Pará,-0.747293,-48.024622
Anapurus-Maranhão,-3.6751298,-43.1046001
Tutóia-Maranhão,-2.761413,-42.275531
Ananindeua - Pará,-1.374035,-48.4016623
Bragança-Pará,-1.0574255,-46.7635232
São Luís / Ma,-2.5295265,-44.2963942
Osório-Rio Grande do Sul,-29.8890733,-50.2740498
Bom Jardim-Maranhão,-3.54129,-45.606004
Santa Isabel do Pará-Pará,-1.2968557,-48.1605533
Cruzeta-,-6.4113343,-36.7872964
Macaíba-,-5.8561372,-35.3523774
Parnaíba-Piauí,-2.9147515,-41.7661953
São Luiz Gonzaga-Rio Grande Do,-28.4074546,-54.9609081
Vargem Grande-Maranhão,-3.5443611,-43.9149128
Chiapetta-Rio Grande do Sul,-27.923162,-53.9419052
Touros-,-5.1998625,-35.4595051
Currais Novos-,-6.2626676,-36.5173039
Abaetetuba - Pará,-1.7217787,-48.8788106
Araripina-Pernambuco,-7.5768582,-40.5038509
Augusto Corrêa-Pará,-1.0229335,-46.6404029
Pedreiras-Maranhão,-4.5687989,-44.6003029
Morros-Maranhão,-2.8652201,-44.0390477
Panambi-Rio Grande do Sul,-28.2898542,-53.501822
Caculé - Bahia,-14.4990734,-42.2233006
Sobral-,-3.6879135,-40.3456372
Pindaré-Mirim-Maranhão,-3.6124457,-45.3404235
São Paulo do Potengi-,-5.8941684,-35.7648309
Tucuruí-Pará,-3.766334,-49.6663654
Macau-,-5.1131698,-36.6350676
Igarapé-Açu-Pará,-1.128244,-47.6199021
Florânia-,-6.1268685,-36.8183238
Igarapé-Miri-Pará,-1.9785213,-48.9634826
Camaquã / Rs,-30.8524752,-51.8075619
Dom Eliseu - Pará,-4.2928111,-47.5559083
Veranópolis / Rs,-28.9351239,-51.5519175
Araguatins-Tocantins,-5.6529384,-48.1161923
Luziânia-Goiás,-16.2535456,-47.9500276
Chapadinha-Maranhão,-3.7416803,-43.3548006
Coronel Pacheco,-21.5878865,-43.2615975
São Sebastião do Paraiso,-20.9124331,-46.9823296
Wanderlândia,-6.8522727,-47.9653917
Arapoti,-24.1457957,-49.8224605
Uruana de Minas,-16.0628,-46.2556
Piritiba,-11.7320314,-40.5561536
Tóquio,-22.976126,-43.3747196
Urucuia,-16.1266994,-45.7393046
Pirangí,-21.0969623,-48.6652131
Petropolis,-22.5075743,-43.1785356
Ourolândia,-10.9686909,-41.0808672
Valencia,39.4716233,-0.3983581
Sofia,-17.8221606,-41.524458
Congonhal,-22.1532505,-46.0404698
Los Angeles-California,-21.2122703,-47.8154269
Panorama,-21.3612672,-51.8572739
Jacuipe,-8.83951,-35.459074
Jandaia,-17.0479665,-50.1475485
Acaia,-23.1749372,-44.3714902
Uruburetama,-3.6235302,-39.5050697
Cansanção,-10.6672695,-39.4973404
Jaraguá,-26.4897432,-49.0778063
Água Branca,-5.895038,-42.6368104
Grossos,-4.9843455,-37.1511253
Macau,-5.1131698,-36.6350676
Pontas,-21.3686224,-45.5122937
Sento Sé,-9.7406436,-41.8830056
Santana do Ipanema,-9.369989,-37.248018
Curicuri,-12.235378,-40.7966213
Pedrão,-12.1451302,-38.6466197
Teodoro Sampaio,-12.3053855,-38.6408979
Iguatú,-24.7170385,-53.0865561
Conceição do Almeida,-12.7772763,-39.1692214
São João de Pirabas,-0.7733201,-47.1770631
Marilha,-19.8400606,-44.0284563
Redenção do Gurguéia,-9.524353,-44.4143469
Inhambupe,-11.7921718,-38.3596957
Porto da Folha,-9.9152929,-37.2792841
Núcleo Bandeirantes,-20.7618112,-42.8872121
Exu,-7.515434,-39.722015
Akron,-23.6092125,-46.6060552
Iguaí,-14.752754,-40.089417
Viana,-3.2099341,-45.0002456
Paula Lima,-21.581104,-43.4870407
Pôrto Alegre,-30.0324999,-51.2303767
Arvorezinha,-28.8731093,-52.1757917
Itumirim,-21.3179406,-44.8705728
Cairo - Egito,-18.8995719,-48.2835482
Faxinal dos Guédes,-26.8494222,-52.2586485
Nova Itarana,-13.0280762,-40.0678848
Conceição do Monte Alegre,-22.4730066,-50.6081239
Santo Antônio da Patrulha,-29.826768,-50.517489
Perdoes,-21.0919737,-45.0903543
Boqueirão,-7.487004,-36.130887
Anhumas,-22.2956478,-51.3873401
Penapolis,-21.4192406,-50.0765588
Corvo,-29.3866023,-51.8697911
Oncativo,-31.910833,-63.6745801
Ituaçu,-13.815529,-41.2981722
Manoel VIana,-29.585935,-55.484112
Popayan (Cauca),2.4950838,-76.5715526
Coruña,-3.7396086,-38.5041596
Paranhos-Porto,-30.0434719,-51.199517
Santo Antonio da Platina,-23.2957157,-50.0778957
Ilheus,-14.792599,-39.0453843
Jequitibá,-19.2361583,-44.03063
Conceição das Alagoas,-19.9194009,-48.3803414
Iretama,-24.4205941,-52.1013532
Ipiau,-14.1318211,-39.7373177
Primeiro de Maio,-22.851714,-51.029251
Sales Oliveira,-20.769612,-47.836873
Paranapuã,-20.1033995,-50.5858761
Santo Inácio do Piauí,-7.452635,-42.0338182
São José de Espinharas,-6.8465204,-37.3250225
Borborema,-21.6212706,-49.074135
Cuba,-19.121593,-44.37739
Tuparetama,-7.6010116,-37.3114417
Canela,-29.3636094,-50.8096844
Pedra,-8.4995589,-36.944377
Monte Alegre do Sul,-22.681861,-46.6798783
Santo Antonio do Amparo,-20.9413389,-44.9187397
Arataca,-15.2617424,-39.4122943
Datas,-18.4459187,-43.6584287
Nagóia,-23.561218,-46.634725
Santaluz,-11.2505314,-39.3746617
Faro,-2.1737325,-56.7461191
Carmo do Cajurú,-20.184444,-44.770834
Jaiba,-15.3373744,-43.6734439
São Gonçalo do Sapucai,-21.8905238,-45.5935943
Jí-Parana,-10.8778148,-61.9277854
Virginopoles,-5.8723278,-35.2160486
Seritinga,-21.9096949,-44.5216061
Piedade de Caratinga,-19.7601211,-42.0767321
Canta,2.60994,-60.605827
Cambará,-23.042273,-50.075281
Coronel VIvida - Pr,-25.9803771,-52.5654277
Visconde de Rio Branco,-21.0076101,-42.8378638
Paracambi - Rio de Janeiro,-22.6109158,-43.7096912
Santa Maria do Suacui,-18.1894783,-42.4188445
Pindaí,-14.4911899,-42.6864686
Dionisio,-19.841944,-42.776945
Dores do Indaía,-19.4636451,-45.60166
Jaguarari,-10.2575875,-40.1944363
Ribeirão Vermelho,-21.1881942,-45.0627632
Conquista,-14.8567487,-40.8414804
Passabém,-19.3521707,-43.1374619
Lagoa Grande,-17.836111,-46.517223
São Paulo - Sp,-23.5506507,-46.6333824
Itapagipe,-19.9033884,-49.3666934
Pecanha,-18.5479498,-42.5590434
Campinorte,-14.3104574,-49.1552173
Goianápolis,-16.5071038,-49.0213217
Aurilandia,-16.6772599,-50.4641231
Arapua,-19.034444,-46.155556
Bom Jesus do Amparo,-19.7045132,-43.4752911
Itauçu,-16.2035995,-49.6059971
Salto da Divisa,-15.9962117,-39.9504365
Itapací,-14.9522349,-49.5511221
José Raydan,-18.2220672,-42.4991123
Coronel Fabríciano,-19.5200067,-42.6282686
Pompéu - Mg,-19.218611,-45.002778
Belo Horinzonte,-1.4111071,-48.4859707
Nova-Iorque,-6.7357067,-44.046151
Casimiro de Abreu,-22.4756154,-42.1522235
Campos de Julio,-13.7223646,-59.2645296
Blumenau - Sc,-26.9195567,-49.0658025
Natal-Rn,-5.8193078,-35.2126281
Ponte Nova Mg,-20.4164353,-42.90878
São Félix do Coribe,-13.4041311,-44.1902554
Lajinha-Mg,-20.1520595,-41.6240623
Rio Pomba-Mg,-21.275,-43.178889
